Sample_ID,Moisture (%),Time (day),Temperature (°C),pH,Risk_Level,Rule_Source,Data_Type
P3451,9.5,10,11.0,9.2,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3452,12.5,10,11.0,9.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3453,12.5,10,11.0,9.9,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3454,0.5,10,11.5,9.4,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3455,2.0,10,11.5,9.6,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3456,3.0,10,11.5,9.1,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3457,8.0,10,11.5,9.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3458,8.5,10,11.5,3.4,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3459,9.5,10,11.5,9.8,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3460,11.0,10,11.5,9.4,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3461,11.5,10,11.5,9.4,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3462,13.5,10,11.5,3.5,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3463,1.5,10,12.0,9.5,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3464,2.0,10,12.0,3.1,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3465,8.0,10,12.0,9.6,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3466,9.0,10,12.0,3.8,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3467,10.0,10,12.0,9.1,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3468,10.5,10,12.0,3.9,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3469,10.5,10,12.0,9.2,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3470,13.5,10,12.0,3.8,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3471,1.0,10,12.5,3.3,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3472,4.5,10,12.5,9.9,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3473,7.0,10,12.5,3.8,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3474,13.0,10,12.5,3.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3475,2.0,10,13.0,3.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3476,2.5,10,13.0,3.8,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3477,3.5,10,13.0,3.2,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3478,5.5,10,13.0,3.9,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3479,6.0,10,13.0,9.5,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3480,7.0,10,13.0,10.0,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3481,8.0,10,13.0,9.6,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3482,8.5,10,13.0,3.9,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3483,9.5,10,13.0,3.2,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3484,13.5,10,13.0,10.0,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3485,1.5,10,13.5,3.4,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3486,9.5,10,13.5,10.0,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3487,10.0,10,13.5,3.2,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3488,12.0,10,13.5,9.2,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3489,13.0,10,13.5,3.0,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3490,13.0,10,13.5,3.1,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3491,13.5,10,13.5,3.3,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3492,14.5,10,13.5,3.3,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3493,4.5,10,14.0,3.9,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3494,8.5,10,14.0,3.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3495,9.0,10,14.0,9.4,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3496,12.5,10,14.0,9.2,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3497,0.0,10,14.5,3.2,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3498,1.5,10,14.5,3.9,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3499,2.5,10,14.5,3.6,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3500,3.0,10,14.5,9.9,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3501,3.5,10,14.5,3.9,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3502,7.5,10,14.5,3.3,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3503,13.5,10,14.5,3.6,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3504,1.5,10,40.5,3.8,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3505,5.5,10,40.5,9.6,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3506,11.5,10,40.5,3.3,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3507,13.0,10,40.5,3.5,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3508,14.0,10,40.5,3.0,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3509,14.5,10,40.5,9.5,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3510,0.5,10,41.0,3.4,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3511,1.0,10,41.0,3.6,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3512,1.0,10,41.0,9.9,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3513,1.5,10,41.0,3.8,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3514,4.5,10,41.0,9.4,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3515,5.0,10,41.0,3.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3516,6.5,10,41.0,9.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3517,7.0,10,41.0,3.0,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3518,8.5,10,41.0,9.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3519,10.0,10,41.0,9.2,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3520,10.5,10,41.0,9.9,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3521,2.5,10,41.5,3.8,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3522,3.0,10,41.5,3.2,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3523,3.0,10,41.5,3.9,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3524,6.0,10,41.5,3.1,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3525,6.5,10,41.5,9.9,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3526,7.0,10,41.5,9.5,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3527,7.5,10,41.5,9.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3528,9.0,10,41.5,3.9,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3529,9.0,10,41.5,9.2,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3530,11.5,10,41.5,3.9,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3531,2.5,10,42.0,9.4,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3532,5.0,10,42.0,9.1,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3533,7.5,10,42.0,3.3,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3534,9.0,10,42.0,3.4,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3535,10.0,10,42.0,3.9,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3536,12.0,10,42.0,3.2,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3537,13.0,10,42.0,9.8,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3538,13.5,10,42.0,3.0,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3539,14.5,10,42.0,9.5,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3540,0.0,10,42.5,3.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3541,0.5,10,42.5,3.5,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3542,1.5,10,42.5,9.9,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3543,7.5,10,42.5,3.0,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3544,7.5,10,42.5,3.1,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3545,13.0,10,42.5,3.9,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3546,0.5,10,43.0,9.3,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3547,5.5,10,43.0,3.2,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3548,6.0,10,43.0,9.3,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3549,12.5,10,43.0,9.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3550,13.0,10,43.0,3.2,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3551,3.0,10,43.5,3.2,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3552,3.0,10,43.5,3.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3553,5.5,10,43.5,3.1,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3554,6.0,10,43.5,3.3,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3555,6.5,10,43.5,3.3,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3556,7.0,10,43.5,3.3,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3557,9.0,10,43.5,9.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3558,1.0,10,44.0,9.3,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3559,3.0,10,44.0,3.3,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3560,3.0,10,44.0,9.2,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3561,7.5,10,44.0,3.4,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3562,9.0,10,44.0,3.9,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3563,10.0,10,44.0,3.9,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3564,13.5,10,44.0,3.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3565,0.0,10,44.5,3.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3566,1.5,10,44.5,3.3,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3567,8.5,10,44.5,9.5,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3568,0.0,10,45.0,3.1,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3569,2.0,10,45.0,9.6,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3570,3.0,10,45.0,3.8,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3571,4.0,10,45.0,9.3,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3572,6.0,10,45.0,3.0,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3573,6.0,10,45.0,9.8,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3574,8.0,10,45.0,3.8,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3575,8.0,10,45.0,9.3,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3576,9.0,10,45.0,9.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3577,14.0,10,45.0,3.8,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3578,14.0,10,45.0,9.6,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3579,0.0,15,10.0,9.1,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3580,0.0,15,10.0,9.8,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3581,1.0,15,10.0,9.3,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3582,2.0,15,10.0,3.3,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3583,8.5,15,10.0,3.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3584,9.5,15,10.0,10.0,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3585,12.5,15,10.0,9.2,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3586,12.5,15,10.0,9.3,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3587,13.0,15,10.0,3.3,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3588,6.0,15,10.5,3.1,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3589,6.0,15,10.5,3.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3590,9.5,15,10.5,3.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3591,10.5,15,10.5,3.3,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3592,12.5,15,10.5,9.9,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3593,13.0,15,10.5,3.5,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3594,2.5,15,11.0,9.1,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3595,2.5,15,11.0,9.6,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3596,5.0,15,11.0,3.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3597,5.5,15,11.0,3.4,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3598,5.5,15,11.0,3.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3599,6.0,15,11.0,3.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3600,0.0,15,11.5,3.0,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3601,1.0,15,11.5,3.6,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3602,5.5,15,11.5,9.8,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3603,11.0,15,11.5,9.8,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3604,13.5,15,11.5,9.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3605,1.5,15,12.0,3.2,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3606,1.5,15,12.0,3.4,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3607,3.5,15,12.0,9.3,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3608,4.5,15,12.0,9.6,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3609,5.5,15,12.0,3.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3610,7.0,15,12.0,3.0,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3611,8.5,15,12.0,9.1,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3612,10.0,15,12.0,3.4,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3613,11.0,15,12.0,9.9,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3614,13.0,15,12.0,9.9,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3615,14.5,15,12.0,9.1,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3616,1.5,15,12.5,3.1,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3617,2.5,15,12.5,9.8,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3618,8.0,15,12.5,3.4,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3619,8.5,15,12.5,10.0,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3620,10.0,15,12.5,3.0,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3621,10.5,15,12.5,3.5,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3622,12.0,15,12.5,10.0,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3623,1.0,15,13.0,3.8,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3624,2.0,15,13.0,3.4,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3625,3.0,15,13.0,3.8,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3626,4.5,15,13.0,3.8,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3627,5.5,15,13.0,3.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3628,5.5,15,13.0,9.5,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3629,5.5,15,13.0,9.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3630,8.0,15,13.0,9.2,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3631,9.0,15,13.0,3.9,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3632,12.5,15,13.0,9.8,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3633,14.0,15,13.0,3.5,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3634,14.5,15,13.0,9.9,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3635,0.5,15,13.5,3.1,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3636,5.5,15,13.5,3.0,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3637,6.0,15,13.5,9.9,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3638,9.5,15,13.5,3.9,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3639,13.5,15,13.5,9.5,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3640,14.5,15,13.5,9.6,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3641,1.0,15,14.0,3.2,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3642,3.0,15,14.0,3.6,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3643,3.0,15,14.0,3.9,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3644,4.0,15,14.0,9.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3645,4.5,15,14.0,9.3,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3646,9.0,15,14.0,3.3,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3647,9.5,15,14.0,3.7,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3648,10.5,15,14.0,3.0,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
P3649,10.5,15,14.0,3.2,Low,"Moisture <15%, temp <15°C or >40°C, pH <4.0 or >9.0",Prototype/Literature-based
